family;name;age;group;physics;mathematics;rus;literature;geometry;informatics
Макарова;Василиса;12;5;3;4;4;5;2;2
Макарова;София;7;2;3;2;2;3;5;1
Макарова;Александра;8;1;3;2;1;1;1;2
Макарова;Ева;11;4;5;1;4;5;2;2
Макарова;Алиса;10;5;3;1;2;2;3;3
Макарова;Василиса;5;1;1;4;5;5;3;4
Макарова;Алиса;12;5;1;3;5;5;4;1
Макарова;Милана;11;4;1;5;2;5;3;3
Макарова;Василиса;9;3;3;3;2;2;5;1
Макарова;Валерия;15;10;4;3;1;2;2;4
Макарова;Серафима;14;7;4;1;3;1;1;2
Макарова;Ульяна;11;4;2;2;3;5;4;4
Макарова;Екатерина;16;9;1;1;5;2;5;4
Макарова;Лилия;14;7;5;5;1;1;3;2
Макарова;София;17;12;5;5;4;1;5;2
Макарова;Анна;7;1;3;3;1;2;4;3
Макарова;Ирина;9;4;2;1;5;5;2;3
Макарова;Варвара;10;3;2;1;5;3;5;3
Макарова;Александра;15;9;3;2;5;4;5;4
Макарова;Ева;16;10;3;2;1;5;3;4
Макарова;Варвара;17;11;5;4;2;1;3;2
Макарова;Кира;11;4;1;5;3;2;5;3
Макарова;Елизавета;16;11;5;2;1;1;2;3
Макарова;Ульяна;10;4;1;1;5;3;2;1
Макарова;Дарья;10;4;1;2;3;2;4;1
Макарова;Алиса;6;1;2;4;1;1;3;2
Макарова;Виктория;16;10;5;2;4;2;1;4
Макарова;Ника;8;3;5;4;2;5;4;3
Макарова;Варвара;17;11;5;4;4;1;1;2
Макарова;София;11;6;3;5;4;5;1;4
Макарова;Виктория;10;3;5;2;1;4;2;2
Макарова;Анна;14;9;4;5;4;5;3;3
Макарова;Мария;12;7;2;1;2;2;4;1
Макарова;Злата;16;10;5;5;4;3;2;2
Макарова;Анастасия;6;1;2;4;2;1;2;5
Макарова;Варвара;10;3;4;4;3;3;4;3
Макарова;Мирослава;11;6;3;3;3;4;4;4
Макарова;Юлия;17;12;4;5;2;4;4;2
Макарова;Арина;6;1;4;1;2;4;2;1
Макарова;Елизавета;16;11;4;3;3;1;2;3
Макарова;Вера;5;1;3;5;1;1;1;2
Макарова;Арина;10;5;2;3;4;2;1;5
Макарова;София;7;1;3;3;4;3;1;1
Макарова;Анастасия;9;2;3;2;2;3;4;3
Макарова;Ксения;14;9;2;3;4;5;3;4
Макарова;София;6;1;5;1;2;2;4;2
Макарова;Елизавета;12;7;1;5;3;5;5;5
Макарова;София;17;11;1;4;1;5;3;4
Макарова;Александра;5;1;3;1;1;1;3;4
Макарова;Кира;8;2;1;2;2;1;4;3
Макарова;Лидия;8;1;1;1;1;5;4;3
Макарова;Анна;5;1;4;2;3;5;2;2
Макарова;Алиса;13;8;1;2;4;2;1;3
Макарова;Алина;10;5;2;3;1;5;1;2
Макарова;Анна;17;12;2;5;2;5;3;2
Макарова;Ева;10;5;4;1;5;3;5;4
Макарова;Александра;14;7;2;3;1;4;5;5
Макарова;Полина;12;6;1;5;5;3;5;5
Макарова;София;15;10;4;4;3;5;5;1
Макарова;Анастасия;17;12;2;5;2;4;3;1
Макарова;Екатерина;8;1;1;5;2;5;2;4
Макарова;Анастасия;8;1;3;3;3;2;4;4
Макарова;Валерия;7;2;5;1;3;3;1;4
Макарова;София;11;5;4;4;5;5;4;5
Макарова;Виктория;8;1;1;3;3;5;5;1
Макарова;Анастасия;17;10;3;1;4;3;4;5
Макарова;Мария;5;1;1;3;4;5;4;1
Макарова;Мария;13;7;3;5;4;5;5;3
Макарова;София;5;1;4;5;3;3;1;5
Макарова;Милана;12;6;4;5;4;3;2;2
Макарова;Таисия;15;8;5;2;4;2;4;2
Макарова;Анна;9;4;3;5;1;5;3;5
Макарова;Владислава;12;6;4;3;2;2;3;4
Макарова;Арина;17;10;1;2;4;4;4;4
Макарова;Виктория;9;2;3;2;4;3;4;4
Макарова;Дарья;17;10;1;4;3;3;3;4
Макарова;Василиса;17;10;3;5;4;5;2;1
Макарова;Алина;8;2;4;1;5;5;2;5
Макарова;Виктория;6;1;1;2;2;1;1;3
Макарова;Алиса;17;11;5;2;4;1;4;1
Макарова;Полина;7;2;5;4;2;4;4;2
Макарова;Анна;16;11;3;5;4;5;1;2
Макарова;Алиса;14;9;4;3;1;1;1;1
Макарова;Юлия;8;3;3;5;1;1;4;2
Макарова;Валерия;17;11;1;2;5;2;2;2
Макарова;Ангелина;17;12;3;2;1;1;2;4
Макарова;Елизавета;15;9;4;3;1;5;2;4
Макарова;Кристина;12;6;3;4;5;3;4;4
Макарова;Милана;9;3;3;3;1;5;5;4
Макарова;Надежда;14;8;5;2;3;4;2;4
Макарова;Полина;8;3;4;1;1;5;2;1
Макарова;Александра;10;4;5;2;4;1;5;3
Макарова;Злата;7;1;4;1;3;2;2;4
Макарова;Алина;10;5;5;5;5;5;3;5
Макарова;Виктория;17;12;2;4;2;3;2;4
Макарова;Екатерина;7;2;5;4;4;3;5;4
Макарова;Алиса;5;1;3;3;2;4;5;1
Макарова;София;11;5;5;2;1;2;4;1
Макарова;Майя;11;4;4;5;5;2;2;2
Макарова;Екатерина;5;1;1;5;1;4;5;3
Макарова;Мирослава;7;1;1;1;3;2;1;4
Макарова;Ева;10;3;2;2;1;2;5;4
Макарова;Диана;17;12;5;4;1;3;4;2
Макарова;София;9;2;4;3;2;3;5;3
Макарова;Мирослава;12;7;1;4;4;5;5;5
Макарова;Милана;9;3;1;3;5;1;2;2
Макарова;Ирина;6;1;1;4;5;2;3;4
Макарова;София;14;9;5;3;2;5;4;2
Макарова;Злата;11;4;3;4;3;4;2;5
Макарова;София;7;2;5;4;5;4;3;3
Макеев;Григорий;13;7;4;1;1;1;4;3
Макеев;Владислав;16;10;4;4;5;3;5;4
Макеев;Платон;10;4;1;3;5;5;3;3
Макеев;Даниил;16;10;4;5;1;5;2;5
Макеев;Ярослав;10;4;1;3;3;1;3;4
Макеев;Максим;8;1;4;3;4;2;4;5
Макеев;Андрей;15;8;4;4;3;4;3;3
Макеев;Лев;11;6;5;4;5;5;4;2
Макеев;Матвей;16;10;2;5;5;1;4;1
Макеев;Виктор;7;1;1;1;5;1;4;4
Макеев;Иван;7;2;4;3;4;4;4;5
Макеев;Платон;13;6;2;4;2;3;1;4
Макеев;Максим;5;1;1;3;3;5;2;5
Макеев;Пётр;12;7;5;2;2;3;2;1
Макеев;Тимофей;6;1;3;3;3;4;5;3
Макеев;Даниил;12;7;1;4;3;1;4;1
Макеев;Максим;16;11;1;3;2;1;3;4
Макеев;Владимир;17;11;4;3;4;5;4;4
Макеев;Алексей;15;8;1;3;4;3;3;4
Макеев;Иван;5;1;5;3;3;2;3;4
Макеев;Константин;12;6;4;2;3;4;3;3
Макеев;Степан;6;1;2;2;3;1;4;1
Макеев;Александр;13;8;3;5;4;4;2;2
Макеев;Степан;11;5;3;4;4;3;1;2
Макеев;Иван;8;1;3;4;4;1;1;3
Макеев;Дмитрий;17;11;2;4;2;2;3;4
Макеев;Владислав;6;1;1;1;1;3;3;3
Макеев;Андрей;9;2;2;4;2;1;2;5
Макеев;Мирон;13;8;3;4;2;3;4;3
Макеев;Даниил;16;10;3;5;5;3;1;1
Макеев;Михаил;13;7;3;1;2;5;3;2
Макеев;Тихон;10;4;4;3;2;1;1;5
Макеев;Дмитрий;9;4;1;5;3;2;4;1
Макеев;Роман;9;2;5;2;3;4;1;5
Макеев;Максим;12;6;4;5;1;3;3;1
Макеев;Ярослав;11;4;1;5;2;4;5;5
Макеев;Дмитрий;13;7;2;3;3;4;4;2
Макеев;Тимофей;10;4;3;2;1;1;5;4
Макеев;Дмитрий;15;10;3;4;1;2;3;2
Макеев;Марк;8;2;4;5;1;4;3;3
Макеев;Сергей;15;10;2;5;5;2;3;2
Макеев;Даниил;14;7;1;2;3;5;2;4
Макеев;Артём;17;12;2;2;4;2;1;3
Макеев;Константин;7;2;1;1;2;3;5;5
Макеев;Савелий;5;1;4;5;2;3;5;1
Макеев;Марк;8;3;2;1;4;4;4;2
Макеев;Демид;16;10;4;5;5;4;3;2
Макеева;Анастасия;11;6;5;5;2;4;3;4
Макеева;Валерия;14;9;4;4;4;3;2;1
Макеева;Полина;16;11;3;3;4;5;2;4
Макеева;Кира;11;6;1;2;5;2;5;3
Макеева;Арина;14;8;3;2;3;5;3;2
Макеева;Диана;6;1;2;3;5;2;5;1
Макеева;Виктория;9;2;2;1;4;2;1;1
Макеева;Екатерина;14;8;3;4;4;1;5;4
Макеева;Вероника;15;8;3;3;3;3;4;3
Макеева;Василиса;12;6;1;5;3;3;2;3
Макеева;Дарья;14;7;1;4;2;1;4;1
Макеева;Вера;9;3;5;2;4;4;1;5
Макеева;Александра;12;6;5;4;5;3;1;4
Макеева;Евгения;16;10;3;3;4;2;1;4
Макеева;Екатерина;9;4;4;5;4;2;3;1
Макеева;Арина;13;8;1;2;2;3;1;3
Макеева;Елизавета;12;6;4;1;3;4;3;2
Макеева;Дарья;10;4;4;3;4;2;2;5
Макеева;Василиса;9;2;3;3;4;5;5;3
Макеева;Алиса;6;1;4;1;1;3;3;5
Макеева;Мария;11;6;5;2;3;2;2;1
Макеева;Елизавета;14;9;1;2;4;3;2;4
Макеева;Александра;7;2;2;2;5;2;4;2
Макеева;Диана;7;1;1;1;4;1;3;3
Макеева;Ольга;11;5;2;5;5;4;3;5
Макеева;Елизавета;14;8;5;2;3;4;4;4
Макеева;Александра;8;3;2;4;5;3;4;4
Макеева;Василиса;6;1;2;5;3;4;1;4
Макеева;Елена;6;1;1;4;5;2;4;4
Макеева;Мария;14;9;5;3;5;4;2;1
Макеева;София;15;10;1;5;4;2;1;3
Макеева;Александра;17;10;2;2;4;2;1;2
Макеева;Арина;12;7;2;3;5;1;5;4
Макеева;Алиса;15;9;1;5;3;1;5;4
Макеева;Екатерина;14;8;2;1;3;3;3;5
Макеева;Ольга;14;8;2;5;1;1;4;3
Макеева;Светлана;13;6;4;2;2;1;3;5
Макеева;София;17;12;1;5;1;2;3;5
Макеева;Ева;12;7;5;5;3;3;1;1
Макеева;Анна;15;10;5;3;5;4;4;2
Макеева;Варвара;9;2;4;2;5;5;3;3
Макеева;Милена;13;6;3;2;3;5;1;4
Макеева;Алина;13;7;3;2;2;2;5;5
Макеева;Антонина;9;2;4;3;2;4;1;4
Макеева;Ева;6;1;3;1;1;3;5;2
Макеева;Варвара;14;9;3;5;2;2;1;4
Макеева;Мария;16;9;1;5;3;2;1;2
Макеева;Майя;14;8;3;3;2;4;4;1
Макеева;Злата;5;1;2;5;4;2;4;4
Макеева;Алиса;7;2;2;5;5;5;3;2
Макеева;Вероника;13;6;3;5;5;5;4;3
Макеева;Александра;8;3;4;1;2;4;5;3
Макеева;Мария;9;4;5;3;5;1;5;3
Максимов;Александр;17;11;4;1;4;3;2;3
Максимов;Иван;6;1;4;5;2;5;2;5
Максимов;Лев;13;8;4;5;5;5;2;2
Максимов;Александр;11;6;4;4;2;5;2;4
Максимов;Сергей;13;6;1;5;5;2;1;1
Максимов;Георгий;9;4;2;1;1;5;4;5
Максимов;Серафим;16;11;3;5;5;4;4;4
Максимов;Илья;17;10;4;5;1;3;3;3
Максимов;Григорий;15;8;1;3;4;4;2;5
Максимов;Евгений;5;1;4;5;1;4;4;4
Максимов;Егор;11;4;4;3;4;2;2;4
Максимов;Пётр;11;6;5;1;2;5;1;5
Максимов;Александр;5;1;2;5;3;2;5;5
Максимов;Даниил;14;8;3;3;1;4;4;1
Максимов;Роман;17;11;5;3;4;4;4;2
Максимов;Александр;7;1;2;5;5;1;4;2
Максимов;Иван;12;5;4;2;3;3;2;5
Максимов;Сергей;16;11;4;5;1;1;1;4
Максимов;Тимофей;15;8;1;3;1;3;3;2
Максимов;Тимофей;5;1;1;3;1;5;5;2
Максимов;Виктор;7;1;5;3;3;5;5;5
Максимов;Ярослав;11;6;1;2;5;2;3;2
Максимов;Александр;11;4;2;5;1;4;3;5
Максимов;Иван;11;5;5;5;1;1;1;1
Максимов;Василий;7;1;4;5;2;4;3;1
Максимов;Лев;15;10;2;3;2;4;2;3
Максимов;Константин;9;2;4;1;4;1;1;5
Максимов;Максим;9;2;1;4;1;3;4;3
Максимов;Мирослав;15;9;2;2;3;2;5;5
Максимов;Илья;15;9;2;2;2;1;2;1
Максимов;Никита;7;2;1;1;2;1;2;4
Максимов;Александр;16;9;5;4;5;4;2;1
Максимов;Илья;11;5;2;3;2;5;5;2
Максимов;Андрей;10;4;5;1;2;3;5;4
Максимов;Тимофей;11;5;2;1;5;2;3;1
Максимов;Савелий;17;10;3;5;4;2;5;3
Максимов;Ярослав;15;10;2;2;1;2;4;1
Максимов;Владислав;8;1;5;2;5;4;4;3
Максимов;Александр;12;7;1;4;1;2;4;2
Максимов;Владимир;14;9;4;5;5;2;2;1
Максимов;Алексей;6;1;2;1;3;4;5;1
Максимов;Дмитрий;13;6;4;4;1;3;4;1
Максимов;Егор;7;1;5;5;2;3;3;2
Максимов;Никита;16;11;2;4;1;4;3;2
Максимов;Иван;11;5;2;4;4;2;5;2
Максимов;Святослав;17;10;5;4;4;4;3;5
Максимов;Руслан;12;5;3;5;2;1;4;1
Максимов;Роберт;10;5;5;4;4;4;5;3
Максимов;Марк;16;11;1;4;4;4;3;1
Максимов;Даниил;17;11;3;2;2;2;3;2
Максимов;Степан;8;3;5;4;3;4;3;4
Максимов;Тимофей;9;2;2;4;3;3;5;4
Максимов;Георгий;7;1;4;1;1;1;2;3
Максимов;Фёдор;9;4;5;3;5;3;4;4
Максимов;Виктор;15;8;4;3;3;4;1;1
Максимов;Фёдор;11;6;1;4;5;2;1;3
Максимов;Дмитрий;5;1;5;5;3;4;3;2
Максимов;Павел;14;7;5;5;2;1;2;4
Максимов;Руслан;15;10;5;3;4;2;5;5
Максимов;Демид;9;2;2;1;5;2;5;5
Максимов;Леон;14;8;1;2;3;3;5;3
Максимов;Александр;14;7;3;4;2;3;1;2
Максимов;Василий;15;10;1;4;5;5;3;1
Максимов;Максим;6;1;5;4;1;3;4;3
Максимов;Борис;10;5;5;5;1;5;1;4
Максимов;Александр;8;1;3;5;4;1;3;4
Максимов;Марк;12;6;4;3;2;3;4;4
Максимов;Степан;17;11;5;4;3;1;4;5
Максимов;Илья;16;11;5;5;1;3;1;4
Максимов;Владислав;9;3;5;1;4;1;4;2
Максимов;Владислав;5;1;4;1;3;2;1;4
Максимов;Ярослав;7;1;4;1;2;5;2;3
Максимов;Максим;5;1;4;4;2;5;5;5
Максимов;Николай;16;10;1;5;3;1;3;5
Максимов;Лука;8;3;3;1;3;4;1;3
Максимов;Егор;13;6;1;2;2;1;3;1
Максимов;Арсений;12;6;4;4;5;5;3;2
Максимов;Марк;9;2;5;2;5;5;2;1
Максимов;Иван;10;3;3;5;5;1;5;1
Максимов;Ян;8;1;1;3;1;1;4;2
Максимов;Андрей;6;1;1;5;2;3;2;4
Максимов;Константин;15;9;1;1;4;5;4;4
Максимов;Дмитрий;15;10;5;1;2;1;1;3
Максимов;Адам;15;8;5;4;5;3;1;2
Максимов;Никита;10;3;1;2;1;5;5;4
Максимов;Егор;12;7;1;3;2;2;4;1
Максимов;Алексей;8;1;4;2;5;2;1;1
Максимов;Артур;13;8;4;2;2;1;5;1
Максимов;Иван;16;10;1;2;1;4;3;3
Максимов;Денис;7;1;4;3;3;1;3;2
Максимов;Артём;14;8;1;5;2;4;3;4
Максимов;Андрей;11;4;5;1;4;3;2;4
Максимов;Матвей;7;2;1;5;5;1;4;1
Максимов;Марк;8;1;5;5;5;4;5;2
Максимов;Артемий;17;12;2;5;2;2;1;5
Максимов;Егор;9;3;1;2;4;3;3;3
Максимов;Михаил;15;9;4;3;1;1;5;1
Максимов;Марк;5;1;3;4;3;2;3;5
Максимов;Артём;14;8;2;3;3;2;5;2
Максимов;Фёдор;8;1;2;3;4;3;5;2
Максимов;Даниил;9;4;1;3;1;4;2;5
Максимов;Фёдор;6;1;2;2;4;3;2;5
Максимов;Иван;7;2;1;3;4;1;4;1
Максимов;Георгий;11;6;4;2;4;1;1;2
Максимов;Даниил;17;10;1;4;5;4;5;2
Максимов;Дмитрий;17;10;1;2;4;1;5;4
Максимов;Яков;9;2;2;5;5;4;5;3
Максимов;Григорий;9;3;4;2;5;3;1;2
Максимов;Платон;11;6;4;3;4;5;5;3
Максимов;Роман;15;8;2;4;1;2;4;2
Максимов;Мирослав;12;5;1;1;2;1;5;4
Максимов;Никита;5;1;1;3;1;2;5;3
Максимов;Григорий;7;1;4;4;5;2;5;5
Максимов;Артём;16;11;5;1;4;2;3;5
Максимов;Серафим;12;7;1;4;3;1;5;5
Максимов;Александр;5;1;2;2;4;3;3;2
Максимов;Евгений;12;6;2;4;5;2;1;4
Максимов;Арсений;13;6;1;3;3;1;2;3
Максимов;Тимофей;11;6;2;4;1;2;5;2
Максимов;Фёдор;17;10;5;4;1;2;1;3
Максимов;Даниил;14;8;4;2;2;2;3;2
Максимов;Даниил;9;3;2;3;5;1;4;1
Максимов;Вячеслав;12;5;2;4;3;1;5;2
Максимов;Николай;13;7;4;2;4;5;1;4
Максимов;Ярослав;12;5;1;3;3;5;5;3
Максимов;Тимофей;7;2;3;3;5;3;3;2
Максимов;Даниил;8;1;4;4;2;4;2;2
Максимов;Никита;11;5;5;3;2;4;4;4
Максимов;Алексей;15;8;5;4;5;4;2;5
Максимов;Сергей;13;6;5;1;5;5;3;3
Максимов;Александр;8;2;4;4;5;4;2;3
Максимов;Егор;9;2;5;3;3;2;2;5
Максимов;Макар;7;1;4;4;2;5;5;3
Максимов;Артемий;13;8;4;1;2;2;1;1
Максимов;Михаил;13;7;5;3;4;3;1;1
Максимов;Дмитрий;13;8;4;1;4;5;1;1
Максимов;Илья;10;4;2;5;1;4;3;4
Максимов;Даниил;14;9;3;1;4;1;4;5
Максимов;Вадим;6;1;5;1;5;1;3;2
Максимов;Роман;7;1;2;5;4;3;1;2
Максимов;Михаил;6;1;5;1;2;2;4;4
Максимов;Иван;14;9;2;5;2;3;1;2
Максимов;Лев;5;1;5;2;4;5;1;1
Максимов;Илья;6;1;1;3;1;2;5;3
Максимов;Илья;9;3;3;3;3;4;4;1
Максимов;Михаил;15;9;5;3;2;3;5;1
Максимов;Платон;9;3;4;2;5;3;1;3
Максимов;Кирилл;9;2;1;3;2;5;5;2
Максимов;Кирилл;15;8;5;1;2;1;4;1
Максимов;Константин;16;10;2;2;3;2;3;1
Максимов;Михаил;7;1;4;5;3;3;3;4
Максимов;Александр;11;6;1;3;4;1;5;2
Максимов;Даниил;16;11;2;3;5;2;1;4
Максимов;Никита;10;4;3;2;5;3;5;3
Максимов;Максим;5;1;4;2;5;1;5;1
Максимов;Игорь;14;9;1;3;3;3;3;1
Максимов;Михаил;8;1;2;1;2;1;3;5
Максимов;Матвей;9;4;4;5;2;5;5;5
Максимов;Максим;9;3;2;1;4;4;1;5
Максимов;Александр;6;1;1;5;3;5;3;1
Максимов;Максим;5;1;2;3;5;5;5;1
Максимов;Марк;6;1;2;1;3;5;4;5
Максимов;Артём;11;4;3;4;3;5;5;3
Максимов;Макар;16;10;2;2;3;1;4;2
Максимов;Егор;15;10;1;3;3;5;4;1
Максимов;Артём;12;5;5;2;4;3;2;3
Максимов;Иван;16;10;2;4;1;5;1;4
Максимов;Артемий;9;3;5;3;5;3;3;3
Максимов;Даниил;17;10;5;3;2;2;4;1
Максимов;Матвей;14;8;5;5;2;4;5;3
Максимов;Максим;5;1;5;4;4;5;1;4
Максимов;Максим;14;7;1;3;4;3;5;5
Максимов;Артём;17;10;3;5;5;1;3;1
Максимов;Даниил;16;10;1;5;3;4;1;2
Максимов;Николай;5;1;2;3;4;1;5;3
Максимов;Степан;14;8;1;4;5;2;4;1
Максимов;Антон;6;1;2;1;3;1;4;2
Максимов;Марк;13;6;4;4;1;3;2;4
Максимов;Роман;15;8;4;3;1;5;2;4
Максимов;Александр;15;9;4;2;5;1;3;1
Максимов;Платон;6;1;5;4;4;4;4;4
Максимов;Владимир;11;4;5;3;5;1;3;2
Максимов;Глеб;9;4;1;4;1;4;3;4
Максимов;Илья;8;2;2;2;2;4;3;4
Максимов;Марк;9;3;3;4;3;2;4;4
Максимов;Дмитрий;17;11;1;4;3;3;4;1
Максимов;Гордей;15;9;3;4;1;4;1;4
Максимов;Денис;9;3;5;3;3;5;2;5
Максимов;Александр;6;1;1;1;4;2;5;3
Максимов;Георгий;11;4;4;1;4;1;5;3
Максимов;Егор;5;1;3;2;3;3;4;1
Максимов;Леонид;14;8;1;3;1;1;4;2
Максимов;Ярослав;15;9;3;2;3;1;3;4
Максимов;Алексей;13;6;3;5;1;2;1;5
Максимов;Михаил;6;1;4;5;1;2;1;3
Максимов;Иван;8;2;2;3;3;1;5;2
Максимов;Дмитрий;16;10;5;4;3;4;2;1
Максимов;Даниил;5;1;3;5;3;4;4;3
Максимов;Богдан;16;9;2;2;2;3;4;5
Максимов;Тимур;14;7;5;5;4;3;3;3
Максимов;Герман;13;8;4;2;3;3;4;1
Максимов;Артём;13;7;3;2;2;2;3;4
Максимов;Фёдор;5;1;3;5;4;3;5;5
Максимов;Мирон;17;11;2;5;2;1;1;4
Максимов;Максим;9;2;3;1;4;4;5;2
Максимов;Глеб;13;7;5;3;3;5;4;5
Максимов;Анатолий;8;1;4;2;2;3;3;4
Максимов;Егор;9;2;1;4;5;2;3;3
Максимов;Кирилл;15;9;5;3;5;5;4;4
Максимов;Григорий;11;4;3;3;1;5;1;3
Максимов;Егор;11;5;1;1;2;2;3;3
Максимов;Михаил;13;6;2;3;4;1;4;4
Максимов;Максим;6;1;3;4;2;2;5;5
Максимов;Даниил;10;5;4;1;2;3;2;2
Максимов;Игорь;11;4;3;2;1;3;3;1
Максимов;Андрей;14;8;1;5;1;2;1;3
Максимов;Лев;8;3;5;2;2;4;5;2
Максимов;Максим;14;8;5;5;1;1;4;5
Максимов;Владимир;15;9;4;4;3;4;2;1
Максимов;Олег;7;2;4;2;4;1;2;3
Максимов;Александр;14;7;5;5;1;5;4;2
Максимов;Евгений;13;6;4;4;2;2;5;2
Максимов;Максим;11;6;1;3;4;1;5;4
Максимов;Евгений;15;8;2;1;2;3;1;1
Максимов;Андрей;13;8;4;2;4;2;1;2
Максимов;Алексей;16;10;1;2;1;4;3;5
Максимов;Дмитрий;7;1;2;4;5;5;1;5
Максимов;Фёдор;15;8;1;1;2;5;5;4
Максимов;Павел;12;5;1;4;5;4;4;5
Максимов;Вячеслав;15;9;5;2;3;4;5;3
Максимов;Валерий;8;2;5;3;4;3;1;3
Максимов;Матвей;14;8;2;5;1;5;4;3
Максимов;Константин;17;10;3;2;4;1;2;2
Максимов;Глеб;10;3;2;2;1;4;4;2
Максимов;Руслан;17;12;4;4;2;3;3;1
Максимов;Иван;5;1;5;5;5;5;3;1
Максимов;Алексей;10;5;5;1;2;4;3;3
Максимов;Леонид;15;9;2;3;5;5;3;2
Максимова;Алиса;13;7;3;2;2;2;2;2
Максимова;Екатерина;5;1;1;1;5;4;3;1
Максимова;Мария;16;9;4;2;1;1;3;3
Максимова;Дарья;12;5;5;5;5;2;4;4
Максимова;Полина;8;1;3;5;4;5;5;1
Максимова;Мария;5;1;3;3;1;3;5;3
Максимова;Мирослава;8;1;4;4;5;5;5;2
Максимова;Анна;10;5;2;5;4;3;4;2
Максимова;Варвара;9;2;4;1;4;4;5;5
Максимова;Полина;8;1;2;1;4;2;2;4
Максимова;Арина;11;6;3;2;1;4;4;1
Максимова;Алиса;15;8;3;4;5;3;4;5
Максимова;Варвара;16;10;5;5;3;5;2;2
Максимова;София;15;9;4;5;5;3;2;4
Максимова;Лилия;10;3;3;5;1;3;5;1
Максимова;Мария;8;2;1;5;1;4;2;4
Максимова;Дарья;16;9;3;2;4;3;3;5
Максимова;Кира;8;1;2;2;4;4;2;1
Максимова;Вера;13;7;2;3;4;3;3;1
Максимова;Анна;11;6;4;3;4;2;5;4
Максимова;Виктория;14;8;5;5;1;5;4;2
Максимова;Виктория;11;6;4;5;5;3;2;1
Максимова;Виктория;17;10;1;1;4;3;2;4
Максимова;Екатерина;16;9;2;1;4;1;5;3
Максимова;Мария;8;1;5;5;1;3;4;4
Максимова;Анна;14;8;3;2;4;4;1;5
Максимова;Мария;5;1;1;2;1;5;4;5
Максимова;Ульяна;17;11;3;5;2;5;2;2
Максимова;Алёна;13;6;2;5;2;3;2;1
Максимова;Кира;16;11;1;1;3;3;2;2
Максимова;Ева;12;5;2;2;4;5;3;2
Максимова;Арина;14;7;1;2;2;2;5;4
Максимова;Полина;12;5;3;3;1;3;1;3
Максимова;Кристина;8;1;2;5;5;2;5;1
Максимова;Дарья;11;4;1;1;1;2;2;2
Максимова;Мария;14;9;3;2;2;2;1;1
Максимова;Дарья;5;1;3;5;5;2;2;2
Максимова;Маргарита;10;3;2;5;2;2;4;2
Максимова;Вероника;11;4;3;1;1;5;2;1
Максимова;Елизавета;8;1;5;2;3;4;3;4
Максимова;София;5;1;5;1;1;1;3;4
Максимова;Кристина;8;2;4;5;4;5;5;4
Максимова;Валерия;9;3;1;3;5;1;5;4
Максимова;Майя;11;4;2;3;2;2;1;3
Максимова;Ульяна;14;7;2;1;3;3;2;3
Максимова;Василиса;14;7;2;4;4;4;4;3
Максимова;Ульяна;8;3;2;1;4;3;3;4
Максимова;Виктория;14;9;5;2;3;5;2;1
Максимова;Алиса;13;6;4;1;1;2;3;1
Максимова;Дарья;17;10;2;3;2;1;1;1
Максимова;Мария;10;5;3;1;4;3;2;2
Максимова;Анна;12;7;4;4;4;1;2;2
Максимова;Алиса;5;1;5;1;2;4;3;3
Максимова;Маргарита;13;6;3;2;5;1;1;5
Максимова;София;10;4;3;3;1;2;1;2
Максимова;Майя;5;1;1;2;5;5;1;5
Максимова;Анастасия;8;3;3;4;1;2;4;5
Максимова;Алёна;17;12;5;5;1;4;3;1
Максимова;Милана;5;1;2;5;2;1;3;5
Максимова;Анна;7;1;2;5;2;5;4;2
Максимова;Валерия;8;3;2;1;3;5;4;1
Максимова;Василиса;12;5;1;5;3;4;1;3
Максимова;Варвара;10;3;2;1;5;1;4;3
Максимова;Елизавета;9;3;1;3;2;2;4;1
Максимова;Арина;15;9;4;2;5;1;1;2
Максимова;София;9;4;1;4;5;1;5;4
Максимова;Арина;6;1;5;2;3;3;5;3
Максимова;Валерия;17;11;3;2;3;3;5;5
Максимова;Мария;14;9;5;5;3;2;4;2
Максимова;Екатерина;14;8;1;3;3;3;3;1
Максимова;Алиса;11;5;5;1;4;1;3;2
Максимова;София;9;4;3;1;5;4;4;1
Максимова;Варвара;17;12;2;5;4;3;2;5
Максимова;Александра;14;9;4;1;3;4;4;2
Максимова;Полина;6;1;3;5;5;2;3;1
Максимова;Алёна;8;3;1;3;4;1;2;3
Максимова;Анна;13;6;1;3;1;4;2;1
Максимова;София;17;12;4;3;3;2;2;1
Максимова;Валерия;5;1;4;3;2;2;3;5
Максимова;Алина;11;5;1;2;5;4;1;4
Максимова;Таисия;11;4;3;1;2;3;3;2
Максимова;Вероника;17;12;4;2;1;3;4;2
Максимова;Анна;14;8;2;3;3;3;2;4
Максимова;Алиса;13;6;2;2;5;3;2;1
Максимова;Диана;7;2;4;5;5;2;5;2
Максимова;Елизавета;5;1;4;4;3;3;3;1
Максимова;Елизавета;14;9;3;1;5;4;4;5
Максимова;Александра;10;5;1;1;4;1;4;3
Максимова;Елизавета;9;3;3;1;2;5;3;4
Максимова;Ульяна;5;1;2;3;5;3;3;5
Максимова;Полина;8;1;3;5;3;3;4;2
Максимова;Маргарита;8;1;2;4;1;1;1;2
Максимова;Мария;10;3;5;3;1;4;3;3
Максимова;Варвара;9;3;3;2;2;3;5;4
Максимова;Алиса;17;12;3;2;2;2;2;2
Максимова;Маргарита;14;7;3;3;2;4;2;2
Максимова;Виктория;17;11;3;1;5;3;2;2
